sequence	VoyageID	Lat	LatType	Lon	LonType	Day	Month	Year	SpeciesName	Number_Whales	Vessel1	Vessel2	Ocean	Basin	DegLat	MinLat	NS	DegLong	MinLong	EW	PosType	Wording	Remarks
235	AV01438	70.000	L	-172.000	L	15	9	1866	Bowhead	1			Arctic	Arctic	70	0	N	172	0	W	L:L		
114	AV01438	70.000	L	-172.000	L	16	9	1866	Bowhead	1			Arctic	Arctic	70	0	N	172	0	W	L:L		
1570	AV01438	69.217	L	-174.033	L	18	9	1866	Bowhead	2			Arctic	Arctic	69	13	N	174	2	W	L:L		
12697	AV01438	0.000	I	0.000	I	31	5	1867	Bowhead	1			Pacific	North Pacific							I:I	Sea of Anadir	
1572	AV01438	0.000		0.000		7	6	1867	Bowhead	1			Pacific	North Pacific							NA:NA	off Marcus Bay	prob bowhead
1573	AV01438	0.000		0.000		8	6	1867	Bowhead	1			Pacific	North Pacific							NA:NA	off Marcus Bay	
1574	AV01438	69.000	L	-172.000	L	17	9	1867	Bowhead	1			Arctic	Arctic	69	0	N	172	0	W	L:L		
1575	AV01438	70.000	L	-174.000	L	14	10	1867	Bowhead	2			Arctic	Arctic	70	0	N	174	0	W	L:L		
1576	AV01438	69.433	L	-175.050	L	19	10	1867	Bowhead	1			Arctic	Arctic	69	26	N	175	3	W	L:L		
1577	AV01438	64.167	L	-178.500	L	2	6	1868	Bowhead	1			Pacific	North Pacific	64	10	N	178	30	W	L:L		
3033	AV01438	55.933	L	-164.317	L	3	8	1868	Humpback	1			Pacific	North Pacific	55	56	N	164	19	W	L:L		
8299	AV01438	-0.167	L	-113.650	L	2	2	1869	Sperm	3			Pacific	South Pacific	0	10	S	113	39	W	L:L		
5020	AV01438	-0.333	L	-119.500	L	11	2	1869	Sperm	1			Pacific	South Pacific	0	20	S	119	30	W	L:L		prob sperm
12694	AV01438	0.000	I	0.000	I	12	6	1869	Bowhead	1			Pacific	North Pacific							I:I	Sea of Anadir	prob bowhead
12695	AV01438	0.000	I	0.000	I	13	6	1869	Bowhead	1	Daniel Webster		Pacific	North Pacific							I:I	Sea of Anadir	
15097	AV01438	0.000	I	0.000	I	23	8	1869	Bowhead	1			Arctic	Arctic							I:I	off Pt Barrow	
15419	AV01438	0.000	I	0.000	I	3	9	1869	Bowhead	1			Arctic	Arctic							I:I	at Sea Horse I.	prob bowhead
15107	AV01438	0.000	I	0.000	I	8	9	1869	Bowhead	2			Arctic	Arctic							I:I	off Pt Belcher	
15105	AV01438	0.000	I	0.000	I	10	9	1869	Bowhead	2			Arctic	Arctic							I:I	off Pt Belcher	
15108	AV01438	0.000	I	0.000	I	14	9	1869	Bowhead	1			Arctic	Arctic							I:I	off Pt Belcher	
15103	AV01438	0.000	I	0.000	I	16	9	1869	Bowhead	1			Arctic	Arctic							I:I	off Pt Belcher	
15110	AV01438	0.000	I	0.000	I	19	9	1869	Bowhead	1			Arctic	Arctic							I:I	off Pt Belcher	
15109	AV01438	0.000	I	0.000	I	22	9	1869	Bowhead	1			Arctic	Arctic							I:I	off Pt Belcher	prob bowhead
15106	AV01438	0.000	I	0.000	I	24	9	1869	Bowhead	1			Arctic	Arctic							I:I	off Pt Belcher	
15420	AV01438	0.000	I	0.000	I	26	9	1869	Bowhead	1			Arctic	Arctic							I:I	off Sea Horse I.	
8313	AV01438	-5.033	L	161.433	L	18	1	1870	Sperm	3			Pacific	South Pacific	5	2	S	161	26	E	L:L		
14450	AV01438	-31.470	I	159.150	I	23	1	1870	Sperm	1			Pacific	South Pacific							I:I	so. Of Lord Howe's Is.	prob sperm
14453	AV01438	-31.470	I	159.150	I	24	1	1870	Sperm	3			Pacific	South Pacific							I:I	so. Of Lord Howe's Is.	
5036	AV01438	-3.000	L	154.000	L	10	2	1870	Sperm	2			Pacific	South Pacific	3	0	S	154	0	E	L:L		
5037	AV01438	-6.500	L	167.067	L	18	3	1870	Sperm	3			Pacific	South Pacific	6	30	S	167	4	E	L:L		
15417	AV01438	0.000	I	0.000	I	21	8	1870	Bowhead	1			Arctic	Arctic							I:I	no. of Sea Horse I.	prob bowhead
15418	AV01438	0.000	I	0.000	I	22	8	1870	Bowhead	1			Arctic	Arctic							I:I	no. of Sea Horse I.	
15101	AV01438	0.000	I	0.000	I	26	8	1870	Bowhead	1			Arctic	Arctic							I:I	off Pt Barrow	
15090	AV01438	0.000	I	0.000	I	4	9	1870	Bowhead	1			Arctic	Arctic							I:I	off Pt Barrow	
15093	AV01438	0.000	I	0.000	I	5	9	1870	Bowhead	1			Arctic	Arctic							I:I	off Pt Barrow	
15102	AV01438	0.000	I	0.000	I	7	9	1870	Bowhead	1			Arctic	Arctic							I:I	off Pt Barrow	
15077	AV01438	0.000	I	0.000	I	15	9	1870	Bowhead	2			Arctic	Arctic							I:I	off Pt Barrow	
15074	AV01438	0.000	I	0.000	I	16	9	1870	Bowhead	1			Arctic	Arctic							I:I	off Pt Barrow	
15080	AV01438	0.000	I	0.000	I	17	9	1870	Bowhead	1			Arctic	Arctic							I:I	off Pt Barrow	
14052	AV01438	0.000	I	0.000	I	28	9	1870	Bowhead	2			Arctic	Arctic							I:I	off Herald I. (sp?)	
14054	AV01438	0.000	I	0.000	I	30	9	1870	Bowhead	1			Arctic	Arctic							I:I	off Herald I. (sp?)	
14064	AV01438	0.000	I	0.000	I	1	10	1870	Bowhead	1			Arctic	Arctic							I:I	off Herald I. (sp?)	
8330	AV01448	-30.500	L	11.917	L	15	4	1846	Sperm	1			Atlantic	South Atlantic	30	30	S	11	55	E	L:L		
8331	AV01448	-24.000	L	48.167	L	6	6	1846	Sperm	1			Indian	Indian	24	0	S	48	10	E	L:L		
8332	AV01448	-29.850	L	87.033	L	25	10	1846	Sperm	1			Indian	Indian	29	51	S	87	2	E	L:L		
8333	AV01448	-35.000	L	161.167	L	11	12	1846	Sperm	1			Pacific	South Pacific	35	0	S	161	10	E	L:L		
1774	AV01448	-0.333	L	-140.667	L	2	5	1847	Sperm	1			Pacific	South Pacific	0	20	S	140	40	W	L:L		
8137	AV01448	-0.167	L	-134.283	L	14	5	1847	Sperm	2			Pacific	South Pacific	0	10	S	134	17	W	L:L		
4858	AV01448	-0.167	L	-133.567	L	15	5	1847	Sperm	1			Pacific	South Pacific	0	10	S	133	34	W	L:L		
4151	AV01448	-0.217	L	-133.400	L	23	5	1847	Sperm	6			Pacific	South Pacific	0	13	S	133	24	W	L:L		
7432	AV01448	3.000	L	-113.283	L	11	7	1847	Sperm	1			Pacific	North Pacific	3	0	N	113	17	W	L:L		
873	AV01448	-2.000	L	-119.017	L	8	8	1847	Sperm	1			Pacific	South Pacific	2	0	S	119	1	W	L:L		
4154	AV01448	-0.217	L	-126.500	L	2	9	1847	Sperm	3			Pacific	South Pacific	0	13	S	126	30	W	L:L		
4155	AV01448	-1.200	L	-136.417	L	5	10	1847	Sperm	1			Pacific	South Pacific	1	12	S	136	25	W	L:L		
4156	AV01457	-16.333	L	-30.000	L	24	12	1867	Sperm	1			Atlantic	South Atlantic	16	20	S	30	0	W	L:L		
7437	AV01457	-29.833	L	92.000	L	26	2	1868	Sperm	3			Indian	Indian	29	50	S	92	0	E	L:L		
4158	AV01457	0.000		0.000		2	7	1868	Sperm	1			Indian	Indian							NA:NA	SW coast of Sumatra about 4 N	
4159	AV01457	1.500	L	134.083	L	14	10	1868	Sperm	1			Indian	Indian	1	30	N	134	5	E	L:L		
7440	AV01457	-1.667	L	139.167	L	29	10	1868	Sperm	4			Indian	Indian	1	40	S	139	10	E	L:L		
4161	AV01457	-3.100	L	150.167	L	9	12	1868	Sperm	1			Indian	Indian	3	6	S	150	10	E	L:L		
14886	AV01457	21.500	I	-157.950	I	15	12	1868	Sperm	1			Indian	Indian							I:I	Sandwich I bearing NE, 10 miles	
14791	AV01457	-5.700	I	150.900	I	15	4	1869	Sperm	6			Indian	Indian							I:I	off New Britain	
7444	AV01457	-2.000	L	139.917	L	8	5	1869	Sperm	5			Indian	Indian	2	0	S	139	55	E	L:L		
13274	AV01457	-3.000	I	129.000	I	1	6	1869	Sperm	1			Indian	Indian							I:I	off Ceram I.	
13275	AV01457	-3.000	I	129.000	I	9	6	1869	Sperm	1			Indian	Indian							I:I		
887	AV01457	0.000		0.000		28	6	1869	Sperm	1			Indian	Indian							NA:NA	Latta Is.	
888	AV01457	4.983	L	123.250	L	10	9	1869	Sperm	2			Indian	Indian	4	59	N	123	15	E	L:L		
7449	AV01457	5.000	L	120.417	L	29	9	1869	Sperm	1			Indian	Indian	5	0	N	120	25	E	L:L		
7450	AV01457	5.333	L	122.667	L	22	10	1869	Sperm	2			Indian	Indian	5	20	N	122	40	E	L:L		
4171	AV01457	-0.833	L	137.283	L	15	11	1869	Sperm	1			Indian	Indian	0	50	S	137	17	E	L:L		
14796	AV01457	-3.700	I	152.500	I	12	12	1869	Sperm	2	Java	Stafford	Indian	Indian							I:I	between Vistures and New Ireland	
14795	AV01457	-3.700	I	152.500	I	13	12	1869	Sperm	3	Java	Stafford	Indian	Indian							I:I	between Gardners I & New Ireland	
14797	AV01457	-3.700	I	152.500	I	14	12	1869	Sperm	1	Java	Stafford	Indian	Indian							I:I	between Vistures and New Ireland	found dead
7455	AV01457	0.000		0.000		29	4	1870	Sperm	2			Indian	Indian							NA:NA	Xulla Bussy bearing NE about 20 miles	
4176	AV01457	11.000	L	-47.500	L	6	9	1870	Sperm	2			Atlantic	North Atlantic	11	0	N	47	30	W	L:L		
4177	AV01457	30.167	L	-64.717	L	30	9	1870	Sperm	1			Atlantic	North Atlantic	30	10	N	64	43	W	L:L		
7458	AV01468	-1.800	L	-84.583	L	16	3	1849	Sperm	1			Pacific	South Pacific	1	48	S	84	35	W	L:L		
4179	AV01468	-1.800	L	-84.583	L	17	3	1849	Sperm	1			Pacific	South Pacific	1	48	S	84	35	W	L:L		very small calf
2259	AV01468	54.400	L	170.333	L	15	6	1849	Right	1			Pacific	North Pacific	54	24	N	170	20	E	L:L		
1529	AV01468	63.750	L	-174.067	L	29	6	1849	Right	1			Pacific	North Pacific	63	45	N	174	4	W	L:L		
3717	AV01468	63.750	L	-174.067	L	30	6	1849	Right	1			Pacific	North Pacific	63	45	N	174	4	W	L:L		
3514	AV01468	63.750	L	-174.067	L	2	7	1849	Right	1			Pacific	North Pacific	63	45	N	174	4	W	L:L		
5907	AV01468	63.300	L	-175.017	L	6	7	1849	Right	1			Pacific	North Pacific	63	18	N	175	1	W	L:L		
2953	AV01468	64.000	L	-174.000	L	11	7	1849	Right	1			Pacific	North Pacific	64	0	N	174	0	W	L:L		
1881	AV01468	63.650	L	-171.917	L	28	7	1849	Bowhead	1			Pacific	North Pacific	63	39	N	171	55	W	L:L		
12827	AV01468	65.633	L	-171.000	L	25	8	1849	Bowhead	1			Behring Str	North Pacific	65	38	N	171	0	W	L:L	Behring Str. In St. Lawrence Bay	
7468	AV01468	-0.600	L	172.000	L	8	12	1849	Sperm	1			Pacific	South Pacific	0	36	S	172	0	E	L:L		
7469	AV01468	-1.333	L	170.650	L	10	12	1849	Sperm	2			Pacific	South Pacific	1	20	S	170	39	E	L:L		
7470	AV01468	-0.733	L	169.800	L	16	12	1849	Sperm	1			Pacific	South Pacific	0	44	S	169	48	E	L:L		
4191	AV01468	-0.583	L	169.117	L	19	12	1849	Sperm	3			Pacific	South Pacific	0	35	S	169	7	E	L:L		
1541	AV01468	39.733	L	135.133	L	4	4	1850	Right	1			Pacific	North Pacific	39	44	N	135	8	E	L:L		
1906	AV01468	33.000	L	128.500	L	26	4	1850	Right	1			Pacific	North Pacific	33	0	N	128	30	E	L:L	Japan Sea, Id. Of Kosima bearing NW, 7 leagues	
1360	AV01468	61.600	L	179.633	L	16	6	1850	Bowhead	1			Pacific	North Pacific	61	36	N	179	38	E	L:L		
13229	AV01468	62.633	L	179.650	L	23	6	1850	Bowhead	1			Pacific	North Pacific	62	38	N	179	39	E	L:L	off Cape St. Thaddeus	
12705	AV01468	63.000	L	179.000	L	28	6	1850	Bowhead	1			Pacific	North Pacific	63	0	N	179	0	E	L:L	Sea of Anadir an abundance of ships cutting and boiling	
12685	AV01468	63.000	L	179.000	L	29	6	1850	Bowhead	1			Pacific	North Pacific	63	0	N	179	0	E	L:L	Sea of Anadir	
757	AV01468	64.000	L	-177.950	L	4	7	1850	Bowhead	1			Pacific	North Pacific	64	0	N	177	57	W	L:L		found dead
434	AV01468	64.117	L	-177.383	L	8	7	1850	Bowhead	1			Pacific	North Pacific	64	7	N	177	23	W	L:L		
13260	AV01468	64.083	L	-173.233	L	10	7	1850	Bowhead	1			Pacific	North Pacific	64	5	N	173	14	W	L:L	off Cape Tschukutskoi	
567	AV01468	64.083	L	-173.233	L	12	7	1850	Bowhead	1			Pacific	North Pacific	64	5	N	173	14	W	L:L		
12828	AV01468	65.000	L	-170.000	L	25	7	1850	Bowhead	1			Pacific	North Pacific	65	0	N	170	0	W	L:L	in entrance to Behring Str.	
13147	AV01468	66.667	L	-169.083	L	6	8	1850	Bowhead	1			Behring Str	North Pacific	66	40	N	169	5	W	L:L	Cape East, bearing N by E, 40 miles	
15776	AV01468	65.000	L	-171.633	L	16	8	1850	Bowhead	1			Behring Str	North Pacific	65	0	N	171	38	W	L:L	in St. Lawrence Bay	
242	AV01468	66.000	L	-173.000	L	20	8	1850	Bowhead	1			Arctic	Arctic	66	0	N	173	0	W	L:L	(on Aug 24 the vessel was in 68.59N 177.50W)	
328	AV01468	67.000	L	-175.000	L	22	8	1850	Bowhead	1			Arctic	Arctic	67	0	N	175	0	W	L:L		
814	AV01469	61.033	L	178.700	L	11	6	1852	Bowhead	1			Pacific	North Pacific	61	2	N	178	42	E	L:L		
1181	AV01469	61.033	L	178.700	L	14	6	1852	Bowhead	1			Pacific	North Pacific	61	2	N	178	42	E	L:L		
939	AV01469	62.000	L	177.000	L	2	7	1852	Bowhead	1			Pacific	North Pacific	62	0	N	177	0	E	L:L		
940	AV01469	62.217	L	175.400	L	4	7	1852	Bowhead	1			Pacific	North Pacific	62	13	N	175	24	E	L:L		
575	AV01469	64.000	L	-175.000	L	16	7	1852	Bowhead	1			Pacific	North Pacific	64	0	N	175	0	W	L:L		found dead
455	AV01469	64.000	L	-175.000	L	17	7	1852	Bowhead	1			Pacific	North Pacific	64	0	N	175	0	W	L:L		
1064	AV01469	65.000	L	-170.000	L	28	7	1852	Bowhead	1			Pacific	North Pacific	65	0	N	170	0	W	L:L		
15705	AV01469	64.217	L	-166.483	L	3	8	1852	Bowhead	1			Pacific	North Pacific	64	13	N	166	29	W	L:L	Sledge Island in sight	
14407	AV01469	64.083	L	-168.967	L	9	8	1852	Bowhead	1			Behring Str	North Pacific	64	5	N	168	58	W	L:L	off Kings Id.	
580	AV01469	64.083	L	-168.967	L	10	8	1852	Bowhead	1			Behring Str	North Pacific	64	5	N	168	58	W	L:L		found dead
12872	AV01469	65.000	L	-168.000	L	24	8	1852	Bowhead	1			Behring Str	North Pacific	65	0	N	168	0	W	L:L	Between Kings Id. And Diomedes	
703	AV01469	65.000	L	-168.000	L	26	8	1852	Bowhead	1			Behring Str	North Pacific	65	0	N	168	0	W	L:L		
4878	AV01469	-33.000	L	-175.000	L	13	3	1853	Sperm	1	1425		Pacific	South Pacific	33	0	S	175	0	W	L:L		Shared with Jaspar
3786	AV01469	-32.000	L	-175.000	L	15	3	1853	Sperm	1			Pacific	South Pacific	32	0	S	175	0	W	L:L		
1494	AV01469	63.000	L	179.000	L	16	6	1853	Bowhead	1			Pacific	North Pacific	63	0	N	179	0	E	L:L		
1251	AV01469	63.450	L	178.667	L	28	6	1853	Bowhead	1			Pacific	North Pacific	63	27	N	178	40	E	L:L		
1739	AV01469	65.000	L	-168.000	L	28	7	1853	Bowhead	1			Behring Str	North Pacific	65	0	N	168	0	W	L:L		
1861	AV01469	67.000	L	-168.033	L	26	8	1853	Bowhead	1			Arctic	Arctic	67	0	N	168	2	W	L:L		
1619	AV01469	67.000	L	-168.033	L	5	9	1853	Bowhead	1			Arctic	Arctic	67	0	N	168	2	W	L:L		found dead
15864	AV01469	-29.250	L	-177.917	L	20	1	1854	Sperm	1			Pacific	South Pacific	29	15	S	177	55	W	L:L	Sunday Id. Bearing N.W. 12 miles	
8341	AV01469	-32.333	L	-176.200	L	5	3	1854	Sperm	2			Pacific	South Pacific	32	20	S	176	12	W	L:L		
8342	AV01469	-32.333	L	-176.200	L	13	3	1854	Sperm	1			Pacific	South Pacific	32	20	S	176	12	W	L:L		
8343	AV01469	-32.333	L	-176.200	L	16	3	1854	Sperm	1			Pacific	South Pacific	32	20	S	176	12	W	L:L		
8344	AV01469	9.650	L	-40.667	L	3	7	1854	Sperm	2			Atlantic	North Atlantic	9	39	N	40	40	W	L:L		
4964	AV01471	-36.667	L	6.267	L	21	12	1860	Right	1			Atlantic	South Atlantic	36	40	S	6	16	E	L:L		
8346	AV01471	-41.167	L	27.667	L	13	1	1861	Sperm	1			Indian	Indian	41	10	S	27	40	E	L:L		
5067	AV01471	-23.083	L	103.917	L	1	10	1861	Sperm	1			Indian	Indian	23	5	S	103	55	E	L:L		
8348	AV01471	-22.900	L	104.750	L	7	10	1861	Sperm	1			Indian	Indian	22	54	S	104	45	E	L:L		
5069	AV01473	41.867	L	-38.333	L	30	8	1862	Sperm	1			Atlantic	North Atlantic	41	52	N	38	20	W	L:L		
8350	AV01473	42.250	L	-39.667	L	10	9	1862	Sperm	1			Atlantic	North Atlantic	42	15	N	39	40	W	L:L		
8351	AV01473	42.583	L	-40.000	L	15	9	1862	Sperm	1			Atlantic	North Atlantic	42	35	N	40	0	W	L:L		
8352	AV01473	6.700	L	-23.500	L	10	11	1862	Sperm	4			Atlantic	North Atlantic	6	42	N	23	30	W	L:L		
1571	AV01473	-38.617	L	-55.583	L	29	12	1862	Right	1			Atlantic	South Atlantic	38	37	S	55	35	W	L:L		
5074	AV01473	-33.650	L	-51.167	L	7	5	1863	Sperm	1			Atlantic	South Atlantic	33	39	S	51	10	W	L:L		
5075	AV01473	-32.917	L	-50.583	L	11	8	1863	Sperm	1			Atlantic	South Atlantic	32	55	S	50	35	W	L:L		
1208	AV01473	-36.850	L	-54.250	L	28	10	1863	Right	1			Atlantic	South Atlantic	36	51	S	54	15	W	L:L		
5077	AV01473	-42.783	L	-58.750	L	19	12	1863	Sperm	1			Atlantic	South Atlantic	42	47	S	58	45	W	L:L		
5078	AV01473	-33.850	L	-51.333	L	14	5	1864	Sperm	1			Atlantic	South Atlantic	33	51	S	51	20	W	L:L		
8359	AV01473	-33.850	L	-51.333	L	15	5	1864	Sperm	3			Atlantic	South Atlantic	33	51	S	51	20	W	L:L		
4251	AV01473	-36.650	L	-54.000	L	13	10	1864	Right	1			Atlantic	South Atlantic	36	39	S	54	0	W	L:L		
4253	AV01473	-38.683	L	-56.000	L	7	11	1864	Right	1			Atlantic	South Atlantic	38	41	S	56	0	W	L:L		
5082	AV01473	10.500	L	-38.167	L	30	6	1865	Sperm	2			Atlantic	North Atlantic	10	30	N	38	10	W	L:L		
8363	AV01473	11.033	L	-39.533	L	3	7	1865	Sperm	1			Atlantic	North Atlantic	11	2	N	39	32	W	L:L		
8382	AV01474	-9.400	L	-140.083	L	27	3	1866	Sperm	3			Pacific	South Pacific	9	24	S	140	5	W	L:L	off Uapu Id. Marquesas	
13797	AV01474	66.083	L	-169.667	L	13	7	1866	Gray	1			Arctic	Arctic	66	5	N	169	40	W	L:L	Cape East bearing S.W. distant 15 miles	
15057	AV01474	71.250	L	-179.567	L	27	7	1866	Bowhead	1			Arctic	Arctic	71	15	N	179	34	W	L:L	Plover Id. Bearing W.SW . 20 miles	
1177	AV01474	71.000	L	-174.000	L	30	7	1866	Bowhead	1			Arctic	Arctic	71	0	N	174	0	W	L:L		
922	AV01474	71.000	L	-174.000	L	11	8	1866	Bowhead	1			Arctic	Arctic	71	0	N	174	0	W	L:L	25 vessels in sight	found dead, probably bowhead
963	AV01474	71.000	L	-174.000	L	25	8	1866	Bowhead	1			Arctic	Arctic	71	0	N	174	0	W	L:L		
720	AV01474	71.400	L	-172.000	L	11	9	1866	Bowhead	1			Arctic	Arctic	71	24	N	172	0	W	L:L		
274	AV01474	71.400	L	-172.000	L	26	9	1866	Bowhead	1			Arctic	Arctic	71	24	N	172	0	W	L:L		
1757	AV01474	57.000	L	-170.267	L	13	10	1866	Right	1			Pacific	North Pacific	57	0	N	170	16	W	L:L	St. Paul's Id. (Behring Sea) bearing E by N, 20 miles	
9146	AV01474	-10.400	L	-138.667	L	24	2	1867	Sperm	2			Pacific	South Pacific	10	24	S	138	40	W	L:L	Magdalena Id. of the Marquesas Group, bearing N.E. by N., 25 miles	
13128	AV01474	65.000	L	-176.833	L	1	6	1867	Bowhead	1			Pacific	North Pacific	65	0	N	176	50	W	L:L	Cape Behring bearing SE by E 15 miles	
1699	AV01474	66.950	L	-171.717	L	20	6	1867	Bowhead	1			Arctic	Arctic	66	57	N	171	43	W	L:L	cruising between Cape Serdze on the Siberian coast and Herald Island	
1700	AV01474	66.950	L	-171.717	L	25	6	1867	Bowhead	1			Arctic	Arctic	66	57	N	171	43	W	L:L		
1116	AV01474	66.950	L	-171.717	L	1	7	1867	Bowhead	1			Arctic	Arctic	66	57	N	171	43	W	L:L		
2090	AV01474	70.333	L	-174.083	L	10	7	1867	Gray	1			Arctic	Arctic	70	20	N	174	5	W	L:L		found dead
14047	AV01474	71.700	L	-176.067	L	17	8	1867	Bowhead	1			Arctic	Arctic	71	42	N	176	4	W	L:L	north of Herald Island	
998	AV01474	70.000	L	-172.000	L	22	9	1867	Bowhead	1			Arctic	Arctic	70	0	N	172	0	W	L:L		
635	AV01474	70.000	L	-172.000	L	29	9	1867	Bowhead	1			Arctic	Arctic	70	0	N	172	0	W	L:L		
636	AV01474	70.000	L	-172.000	L	1	10	1867	Bowhead	1			Arctic	Arctic	70	0	N	172	0	W	L:L		
4138	AV01474	60.483	L	-170.800	L	17	10	1867	Right	1			Pacific	North Pacific	60	29	N	170	48	W	L:L		
12099	AV01474	19.217	L	-156.150	L	8	12	1867	Sperm	1			Pacific	North Pacific	19	13	N	156	9	W	L:L		
11620	AV01474	-11.300	L	-139.550	L	15	1	1868	Sperm	2			Pacific	South Pacific	11	18	S	139	33	W	L:L		
11736	AV01474	-10.583	L	-138.667	L	14	2	1868	Sperm	1			Pacific	South Pacific	10	35	S	138	40	W	L:L	S.E. of Magdalena Id one of the Marquesas	found dead
13772	AV01474	66.083	L	-169.667	L	8	7	1868	Gray	1			Arctic	Arctic	66	5	N	169	40	W	L:L	off Cape East	
1006	AV01474	70.500	L	-174.333	L	24	8	1868	Bowhead	1			Arctic	Arctic	70	30	N	174	20	W	L:L		
1007	AV01474	70.500	L	-174.333	L	27	8	1868	Bowhead	1			Arctic	Arctic	70	30	N	174	20	W	L:L		
399	AV01474	70.500	L	-174.333	L	9	9	1868	Bowhead	1			Arctic	Arctic	70	30	N	174	20	W	L:L	(The vessel was along the edge of the ice floe all this time, probably not far from the above position.)	
521	AV01474	70.500	L	-174.333	L	11	9	1868	Bowhead	2			Arctic	Arctic	70	30	N	174	20	W	L:L		
441	AV01474	70.500	L	-174.333	L	17	9	1868	Bowhead	1			Arctic	Arctic	70	30	N	174	20	W	L:L		
1011	AV01474	70.500	L	-174.333	L	23	9	1868	Bowhead	1			Arctic	Arctic	70	30	N	174	20	W	L:L		found dead
1012	AV01474	70.500	L	-174.333	L	2	10	1868	Bowhead	1			Arctic	Arctic	70	30	N	174	20	W	L:L		
1013	AV01474	70.500	L	-174.333	L	7	10	1868	Bowhead	1			Arctic	Arctic	70	30	N	174	20	W	L:L		
1014	AV01474	60.067	L	177.000	L	2	6	1869	Bowhead	1			Pacific	North Pacific	60	4	N	177	0	E	L:L		found dead
13194	AV01474	62.250	L	179.133	L	15	6	1869	Bowhead	1			Pacific	North Pacific	62	15	N	179	8	E	L:L	off Cape Navarin	found dead
1016	AV01474	70.000	L	-163.000	L	12	9	1869	Bowhead	1			Arctic	Arctic	70	0	N	163	0	W	L:L		
1017	AV01474	70.000	L	-163.000	L	14	9	1869	Bowhead	1			Arctic	Arctic	70	0	N	163	0	W	L:L		
1018	AV01474	70.000	L	-163.000	L	16	9	1869	Bowhead	1			Arctic	Arctic	70	0	N	163	0	W	L:L		
1019	AV01474	70.000	L	-163.000	L	18	9	1869	Bowhead	1			Arctic	Arctic	70	0	N	163	0	W	L:L		
1020	AV01474	71.000	L	-163.000	L	27	9	1869	Bowhead	1			Arctic	Arctic	71	0	N	163	0	W	L:L	71.00 N land in sight	
1021	AV01474	71.000	L	-163.000	L	28	9	1869	Bowhead	1			Arctic	Arctic	71	0	N	163	0	W	L:L		
8471	AV01474	17.467	L	-51.717	L	29	5	1870	Sperm	1			Atlantic	North Atlantic	17	28	N	51	43	W	L:L		
8176	AV01495	4.500	L	-22.333	L	16	12	1841	Sperm	2			Atlantic	North Atlantic	4	30	N	22	20	W	L:L		
7084	AV01495	-4.417	L	-111.750	L	8	6	1842	Sperm	1			Pacific	South Pacific	4	25	S	111	45	W	L:L		
3805	AV01495	-4.550	L	-114.000	L	6	7	1842	Sperm	1			Pacific	South Pacific	4	33	S	114	0	W	L:L		
7086	AV01495	0.183	L	-176.133	L	19	3	1843	Sperm	1			Pacific	North Pacific	0	11	N	176	8	W	L:L		
14096	AV01495	-2.650	I	176.900	I	28	3	1843	Sperm	1			Pacific	South Pacific							I:I	Hope I. bearing NNE, 15 miles	
10368	AV01495	-3.250	L	175.200	L	2	4	1843	Sperm	1			Pacific	South Pacific	3	15	S	175	12	E	L:L		
10369	AV01495	-0.550	L	173.333	L	10	4	1843	Sperm	5			Pacific	South Pacific	0	33	S	173	20	E	L:L		
10370	AV01495	1.500	L	166.000	L	21	4	1843	Sperm	2			Pacific	North Pacific	1	30	N	166	0	E	L:L		
7091	AV01495	29.833	L	153.250	L	24	5	1843	Sperm	1			Pacific	North Pacific	29	50	N	153	15	E	L:L		
7092	AV01495	31.250	L	155.000	L	15	6	1843	Sperm	1			Pacific	North Pacific	31	15	N	155	0	E	L:L		
4906	AV01495	30.667	L	157.000	L	15	7	1843	Sperm	2			Pacific	North Pacific	30	40	N	157	0	E	L:L		
4907	AV01495	29.333	L	171.967	L	11	8	1843	Sperm	2			Pacific	North Pacific	29	20	N	171	58	E	L:L		
4908	AV01495	29.000	L	172.183	L	17	8	1843	Sperm	1			Pacific	North Pacific	29	0	N	172	11	E	L:L		
9283	AV01495	30.083	L	173.500	L	12	9	1843	Sperm	2			Pacific	North Pacific	30	5	N	173	30	E	L:L		
6004	AV01495	28.233	L	176.967	L	22	9	1843	Sperm	1			Pacific	North Pacific	28	14	N	176	58	E	L:L		
8192	AV01495	-0.333	L	-131.000	L	9	1	1844	Sperm	1			Pacific	South Pacific	0	20	S	131	0	W	L:L		
9286	AV01495	-0.333	L	-131.000	L	10	1	1844	Sperm	2			Pacific	South Pacific	0	20	S	131	0	W	L:L		
10380	AV01495	-0.200	L	-131.000	L	11	1	1844	Sperm	2			Pacific	South Pacific	0	12	S	131	0	W	L:L		
12206	AV01495	-7.967	L	-138.183	L	27	1	1844	Sperm	1			Pacific	South Pacific	7	58	S	138	11	W	L:L		
12084	AV01495	-8.000	L	-138.500	L	28	1	1844	Sperm	1			Pacific	South Pacific	8	0	S	138	30	W	L:L		
11477	AV01495	-5.117	L	-149.667	L	6	3	1844	Sperm	1			Pacific	South Pacific	5	7	S	149	40	W	L:L		
11478	AV01495	-1.200	L	-165.967	L	21	3	1844	Sperm	1			Pacific	South Pacific	1	12	S	165	58	W	L:L		
11966	AV01495	-2.817	L	-170.033	L	20	4	1844	Sperm	1			Pacific	South Pacific	2	49	S	170	2	W	L:L		
